"area","epiweek","Rt","CIlow","CIup","Rtnext","CIupnext","CIlownext","sgss_s_positive","sgss_s_negative","total_cases","probs","sgss_s_negative_corrected","sgss_s_positive_corrected","freq"
"Cherwell","48",1.18554409807739,0.999020549974105,1.38742492579592,1.52695302299093,1.79820240596823,1.2962819369061,43,6,108,0.891509952560763,5.34905971536458,43.6509402846354,10.9164483987032
"Cherwell","49",1.52695302299093,1.2962819369061,1.79820240596823,1.75616338117554,2.16561774726657,1.41840280800424,49,11,95,0.950243189097043,10.4526750800675,49.5473249199325,17.4211251334458
"Cherwell","50",1.75616338117554,1.41840280800424,2.16561774726657,1.8031341082844,2.2817450745198,1.40675607648626,68,37,206,1,37,68,35.2380952380952
"Cheshire East","50",1.11520389041454,0.916432324299494,1.39052975569478,1.12418539820919,1.45432564333826,0.911432740589921,176,15,330,1,15,176,7.85340314136126
"Cheshire West and Chester","46",0.664880726060527,0.552171854502398,0.781816629360664,0.670131369551084,0.793441062310028,0.552737285607514,442,8,908,0.169075287939302,1.35260230351442,448.647397696486,0.30057828966987
"Cheshire West and Chester","48",0.932972459565823,0.784619865183948,1.0875426251141,1.28233717723108,1.49036983733807,1.08495022247624,240,7,277,0.460934715145393,3.22654300601775,243.773456993982,1.30629271498694
"Cheshire West and Chester","49",1.28233717723108,1.08495022247624,1.49036983733807,1.50050487030248,1.84991748267005,1.20287387141411,180,8,224,0.665239584319856,5.32191667455885,182.678083325441,2.83080674178662
"Cheshire West and Chester","50",1.50050487030248,1.20287387141411,1.84991748267005,1.5431742554433,1.97528261053994,1.19094059537024,262,45,343,1,45,262,14.6579804560261
"Chichester","47",0.888442652944082,0.71515338348627,1.03815036226017,0.986255023382049,1.16593431874077,0.821307013627768,46,7,116,0.905223098045388,6.33656168631772,46.6634383136823,11.9557767666372
"Chichester","48",0.986255023382049,0.821307013627768,1.16593431874077,1.12261019843804,1.39557537384341,0.919200038944857,12,8,63,0.951164063981148,7.60931251184918,12.3906874881508,38.0465625592459
"Chichester","49",1.12261019843804,0.919200038944857,1.39557537384341,1.19964210789538,1.62845840209487,0.925772216604528,14,14,57,0.978385355637583,13.6973949789262,14.3026050210738,48.9192677818792
"Chichester","50",1.19964210789538,0.925772216604528,1.62845840209487,1.2113406466051,1.71512282730679,0.907584045299738,34,33,92,1,33,34,49.2537313432836
"Chorley","46",0.899196267377774,0.855923210802108,0.948206833370518,0.902280721879466,0.959459943920331,0.858909414728752,179,6,275,0.201925505557214,1.21155303334328,183.788446966657,0.65489353153691
"Colchester","49",1.5049916656554,1.29003815549991,1.74100843808583,1.67725698138717,2.07021956735265,1.37823515085202,8,6,148,0.933203146384041,5.59921887830425,8.40078112169575,39.994420559316
"Colchester","50",1.67725698138717,1.37823515085202,2.07021956735265,1.70946210181638,2.18487502211646,1.36398168580179,14,19,229,1,19,14,57.5757575757576
"Coventry","49",1.12556778286814,0.980483159571716,1.29573491354425,1.27481980624191,1.58458541253551,1.04799267854215,315,38,426,0.896154309082569,34.0538637451376,318.946136254862,9.64698689663955
"Coventry","50",1.27481980624191,1.04799267854215,1.58458541253551,1.30555248730543,1.69724074703676,1.03015938011065,332,65,519,1,65,332,16.3727959697733
"Crawley","47",0.924469066010786,0.737702183523524,1.10207076239884,1.14527581663868,1.36190166335171,0.947828846165937,25,10,83,0.948926822784297,9.48926822784297,25.510731772157,27.1121949366942
"Crawley","48",1.14527581663868,0.947828846165937,1.36190166335171,1.39635611543821,1.70581502209134,1.14771935837246,36,7,65,0.974285182211308,6.81999627547916,36.1800037245208,15.8604564546027
"Crawley","49",1.39635611543821,1.14771935837246,1.70581502209134,1.51689844348098,1.97639415899579,1.17414635562391,21,41,67,0.988770845053776,40.5396046472048,21.4603953527952,65.3864591083949
"Crawley","50",1.51689844348098,1.17414635562391,1.97639415899579,1.52537506162796,2.05347008442522,1.14637587401637,27,89,147,1,89,27,76.7241379310345
"Croydon","45",1.12227262761784,0.985084308713989,1.29887701282184,1.02779808828196,1.17819468166479,0.889964243929081,94,11,405,0.710765347898275,7.81841882688102,97.181581173119,7.44611316845812
"Croydon","46",1.02779808828196,0.889964243929081,1.17819468166479,1.03482337942238,1.1833222397931,0.881637915436964,67,9,534,0.864976232340818,7.78478609106736,68.2152139089326,10.2431395935097
"Croydon","47",1.03482337942238,0.881637915436964,1.1833222397931,1.2741936996932,1.44161978746499,1.11587144948717,163,33,512,0.929583013813112,30.6762394558327,165.323760544167,15.6511425795065
"Croydon","48",1.2741936996932,1.11587144948717,1.44161978746499,1.60542206100029,1.79324949135777,1.43599703120595,168,60,420,0.964183260965465,57.8509956579279,170.149004342072,25.3732437096175
"Croydon","49",1.60542206100029,1.43599703120595,1.79324949135777,1.79712364289689,2.07279819138658,1.54507418258225,219,178,572,0.984267645181119,175.199640842239,221.800359157761,44.1308918998084
"Croydon","50",1.79712364289689,1.54507418258225,2.07279819138658,1.8136543304172,2.13099631730006,1.51646639769331,234,512,1061,1,512,234,68.6327077747989
"Dacorum","45",1.04154566260113,0.920020873102413,1.16864865033975,1.04811732170543,1.16268091550896,0.910042980344414,66,9,161,0.325699360638189,2.9312942457437,72.0687057542563,3.90839232765827
"Dacorum","47",1.10718245349991,0.959211438590672,1.22725258072509,1.21678785958843,1.36558546064634,1.08111793126112,56,8,156,0.721817756863343,5.77454205490674,58.2254579450933,9.02272196079179
"Dacorum","48",1.21678785958843,1.08111793126112,1.36558546064634,1.31442038058734,1.49962807843492,1.16392535386147,60,12,119,0.841049899361047,10.0925987923326,61.9074012076674,14.0174983226841
"Dacorum","49",1.31442038058734,1.16392535386147,1.49962807843492,1.34985707084438,1.603706450082,1.15387381426291,103,36,165,0.924796301980631,33.2926668713027,105.707333128697,23.9515589002178
"Dacorum","50",1.34985707084438,1.15387381426291,1.603706450082,1.34564099266861,1.63741422110265,1.12963236822167,104,101,285,1,101,104,49.2682926829268
"Dartford","45",1.1941248793511,1.05244834853889,1.34338097212005,1.10571583427434,1.25319872115707,0.925694516213285,55,8,242,0.895318896320889,7.16255117056711,55.8374488294329,11.36912884217
"Dartford","46",1.10571583427434,0.925694516213285,1.25319872115707,1.11192345814741,1.25245983383177,0.923753297243403,28,13,334,0.957074226012364,12.4419649381607,28.5580350618393,30.3462559467335
"Dartford","47",1.11192345814741,0.923753297243403,1.25245983383177,1.21556306250504,1.36004352060539,1.08073453753026,56,27,255,0.978698766124123,26.4248666853513,56.5751333146487,31.8371887775317
"Dartford","48",1.21556306250504,1.08073453753026,1.36004352060539,1.3570513775521,1.56502788545622,1.18871981545221,34,43,237,0.98943955572216,42.5459008960529,34.4540991039471,55.2544167481206
"Dartford","49",1.3570513775521,1.18871981545221,1.56502788545622,1.41428497155272,1.72476197250939,1.18805473432593,34,77,288,0.99542851743705,76.6479958426528,34.3520041573472,69.0522485068945
"Dartford","50",1.41428497155272,1.18805473432593,1.72476197250939,1.39396719935931,1.74314509515456,1.16941535510442,45,183,448,1,183,45,80.2631578947368
"Daventry","50",1.00214416087176,0.889101921670532,1.11023346362154,0.999850131958073,1.12136468919731,0.88324251909686,45,9,83,1,9,45,16.6666666666667
"Derby","45",0.859426771718291,0.756186079121562,0.972047269851267,0.708831039518144,0.817929588153213,0.612727496231249,165,6,1109,0.0604196647588421,0.362517988553053,170.637482011447,0.211998823715235
"Derby","48",0.900637881003688,0.773563631127267,1.03818847975365,1.09654162511868,1.26783021998835,0.948887744805154,209,18,409,0.413295922385574,7.43932660294033,219.56067339706,3.2772363889605
"Derby","49",1.09654162511868,0.948887744805154,1.26783021998835,1.1655355661433,1.42745447994508,0.936200036545483,162,28,331,0.620802474969493,17.3824692991458,172.617530700854,9.148668052182
"Derby","50",1.1655355661433,0.936200036545483,1.42745447994508,1.16467492568259,1.48310415277657,0.881718464911426,184,50,444,1,50,184,21.3675213675214
"Derbyshire Dales","50",0.873083273795385,0.716896587657358,1.06615087797689,0.871688178176229,1.09740848157589,0.707014679043959,19,7,47,1,7,19,26.9230769230769
"Doncaster","47",0.847408130269514,0.752870904202711,0.952526801121088,0.931525634558351,1.05233855366399,0.832944426059809,122,6,625,0.253102124447765,1.51861274668659,126.481387253313,1.1864162083489
"Dorset","45",0.877952595326622,0.756866586628944,1.02556685072229,0.772691660586734,0.909184112179714,0.643743460197169,45,6,329,0.146414780052901,0.878488680317406,50.1215113196826,1.72252682415178
"Dorset","50",1.26323905177318,0.979498034900321,1.64145352079925,1.29356199877332,1.75239843297239,0.967374945254974,32,12,122,1,12,32,27.2727272727273
"Dover","45",1.33598266667668,1.24213673009684,1.44645598951866,1.30855396232985,1.40415550244724,1.21136491668562,35,10,163,0.981233338313506,9.81233338313506,35.1876666168649,21.8051852958557
"Dover","47",1.28851390280607,1.18729738040565,1.37833469099738,1.29081469699188,1.38253506066314,1.19680778241447,17,33,302,0.996452385197505,32.8829287115177,17.1170712884823,65.7658574230353
"Dover","48",1.29081469699188,1.19680778241447,1.38253506066314,1.2981995327278,1.40387559884816,1.20729997007705,20,86,329,0.998257151895363,85.8501150630012,20.1498849369988,80.990674587737
"Dover","49",1.2981995327278,1.20729997007705,1.40387559884816,1.28264384835667,1.424478002724,1.16912864405645,12,148,382,0.9992493369393,147.888901867016,12.1110981329836,92.4305636668852
"Dover","50",1.28264384835667,1.16912864405645,1.424478002724,1.25321184138924,1.41071466128663,1.12448183696257,43,372,634,1,372,43,89.6385542168675
"Dudley","45",1.08511742647768,0.967188435828246,1.20963428160877,0.814275720504242,0.911313153224891,0.718355925633241,606,33,1397,0.0864670509020756,2.85341267976849,636.146587320231,0.446543455362832
"Dudley","46",0.814275720504242,0.718355925633241,0.911313153224891,0.688691062608897,0.776948222125162,0.59813569270004,253,14,1731,0.197909935081743,2.7707390911444,264.229260908856,1.0377299966833
"Dudley","47",0.688691062608897,0.59813569270004,0.776948222125162,0.764084649809117,0.86865139438396,0.66433220445482,275,25,1244,0.33707454067321,8.42686351683025,291.57313648317,2.80895450561008
"Dudley","48",0.764084649809117,0.66433220445482,0.86865139438396,0.946193886411893,1.09122238769986,0.827609882854277,224,29,883,0.509050503466306,14.7624646005229,238.237535399477,5.83496624526596
"Dudley","49",0.946193886411893,0.827609882854277,1.09122238769986,1.06127949371743,1.30186504871763,0.868625146277076,296,50,556,0.706722409944415,35.3361204972208,310.663879502779,10.2127515887921
"Dudley","50",1.06127949371743,0.868625146277076,1.30186504871763,1.08181132674369,1.37642113858968,0.842983621464769,249,125,566,1,125,249,33.4224598930481
"Ealing","45",1.01308289139183,0.88396057842249,1.16162515440351,0.892918550517955,1.0241346724939,0.774339004360238,203,7,676,0.256425431266453,1.79497801886517,208.205021981135,0.854751437554843
"Ealing","46",0.892918550517955,0.774339004360238,1.0241346724939,0.884287692870227,1.01167592214075,0.76225690015817,97,9,839,0.47340413082059,4.26063717738531,101.739362822615,4.01946903526916
"Ealing","47",0.884287692870227,0.76225690015817,1.01167592214075,1.06165423564482,1.20107001264828,0.923772526674092,174,16,617,0.649437229589389,10.3909956734302,179.60900432657,5.46894509127906
"Ealing","48",1.06165423564482,0.923772526674092,1.20107001264828,1.40379390205351,1.59506078273304,1.23520222838038,330,55,541,0.790696828647233,43.4883255755978,341.511674424402,11.2956689806748
"Ealing","49",1.40379390205351,1.23520222838038,1.59506078273304,1.65957687865659,1.99378431820397,1.40180864452122,329,105,534,0.89774746837077,94.2634841789309,339.736515821069,21.7196968154219
"Ealing","50",1.65957687865659,1.40180864452122,1.99378431820397,1.70869504127307,2.1186658503556,1.40130510835462,338,291,736,1,291,338,46.2639109697933
"East Hampshire","47",0.90224390487789,0.707118155161785,1.0625043036609,0.993996792068125,1.16923268969109,0.827914640947489,67,10,130,0.870366892613678,8.70366892613678,68.2963310738632,11.30346613784
"East Hampshire","50",1.25803130529648,0.983661364619594,1.78640269168021,1.27908062930357,1.91924455479849,0.978434848248933,19,28,87,1,28,19,59.5744680851064
"East Hertfordshire","48",1.14257006689176,0.996647189305593,1.27959339342591,1.27641675642663,1.48657335783355,1.11333769351126,70,17,177,0.899142717976094,15.2854262055936,71.7145737944064,17.5694554087283
"East Hertfordshire","49",1.27641675642663,1.11333769351126,1.48657335783355,1.3604721998814,1.69750041526125,1.12915958636312,100,26,203,0.953957214058231,24.802887565514,101.197112434486,19.6848314012016
"East Hertfordshire","50",1.3604721998814,1.12915958636312,1.69750041526125,1.36855324304569,1.75947876398908,1.10836775389566,70,92,259,1,92,70,56.7901234567901
"East Northamptonshire","48",0.983964256137276,0.88008693460071,1.0514487234637,0.99267003398876,1.08216372006266,0.896725694180423,23,6,110,0.868536959388056,5.21122175632834,23.7887782436717,17.9697301942356
"East Northamptonshire","49",0.99267003398876,0.896725694180423,1.08216372006266,0.995109883182509,1.11865401894881,0.883906588308765,16,6,51,0.938854073203539,5.63312443922123,16.3668755607788,25.6051110873692
"East Northamptonshire","50",0.995109883182509,0.883906588308765,1.11865401894881,0.992824982292753,1.12937163900357,0.872291477935671,36,21,131,1,21,36,36.8421052631579
"East Staffordshire","47",0.830589201251562,0.699625214613726,0.957041223530237,0.938952546098045,1.08939295185084,0.805023670288199,133,22,401,0.300231515194132,6.6050933342709,148.394906665729,4.26135053823929
"East Staffordshire","48",0.938952546098045,0.805023670288199,1.08939295185084,1.04711806154897,1.21979332819865,0.902490628951525,147,6,248,0.466641820358069,2.79985092214841,150.200149077852,1.82996792297282
"East Staffordshire","49",1.04711806154897,0.902490628951525,1.21979332819865,1.0698645203167,1.31741483957903,0.86991058335537,136,10,225,0.670330712991314,6.70330712991314,139.296692870087,4.59130625336516
"East Staffordshire","50",1.0698645203167,0.86991058335537,1.31741483957903,1.05940783840422,1.35576211596424,0.825628994735209,139,33,310,1,33,139,19.1860465116279
"Eastbourne","47",1.14965252555554,1.02051385689547,1.23065644096926,1.17062243190711,1.29396678490079,1.06649469914866,37,9,107,0.907768200786898,8.16991380708208,37.8300861929179,17.7606821893089
"Eastbourne","48",1.17062243190711,1.06649469914866,1.29396678490079,1.1876097189977,1.44315993172211,1.09392031244483,19,25,66,0.952540166085093,23.8135041521273,20.1864958478727,54.1216003457439
"Eastbourne","49",1.1876097189977,1.09392031244483,1.44315993172211,1.19173630874022,1.56747778098175,1.09139231283101,20,30,68,0.97901134025561,29.3703402076683,20.6296597923317,58.7406804153366
"Eastbourne","50",1.19173630874022,1.09139231283101,1.56747778098175,1.18744786262827,1.59200219890618,1.0842075160195,22,82,122,1,82,22,78.8461538461538
"Eastleigh","50",1.20468241525379,0.901701913313272,1.60942216488718,1.21959475748238,1.70667006109386,0.883325718349151,24,7,81,1,7,24,22.5806451612903
"Elmbridge","47",1.04635651377283,0.853255758582301,1.20900939327112,1.21584936981029,1.39990393056524,1.03039034033041,40,15,137,0.755198967609673,11.3279845141451,43.6720154858549,20.5963354802638
"Elmbridge","48",1.21584936981029,1.03039034033041,1.39990393056524,1.4368297099849,1.6811093671628,1.21004802353521,45,19,96,0.862842220350894,16.394002186667,47.605997813333,25.6156284166672
"Elmbridge","49",1.4368297099849,1.21004802353521,1.6811093671628,1.56903721909733,1.97543740609908,1.25032363013364,46,41,145,0.935980824297777,38.3752137962089,48.6247862037911,44.1094411450676
"Elmbridge","50",1.56903721909733,1.25032363013364,1.97543740609908,1.58396191216685,2.07560818473227,1.22967240223857,67,124,234,1,124,67,64.9214659685864
"Enfield","45",1.11685722849974,0.973995092626488,1.2862794633153,1.00119558729535,1.15613998764197,0.849345685515542,137,8,501,0.469074089881539,3.75259271905231,141.247407280948,2.58799497865677
"Enfield","47",1.05288987421254,0.895695187349435,1.20613352128081,1.37381295199455,1.56441260749035,1.20949350712222,138,30,679,0.825970725921753,24.7791217776526,143.220878222347,14.7494772486027
"Enfield","48",1.37381295199455,1.20949350712222,1.56441260749035,1.64058560007448,1.84551354249777,1.47319286505002,142,82,479,0.906353320213661,74.3209722575202,149.67902774248,33.1790054721072
"Enfield","49",1.64058560007448,1.47319286505002,1.84551354249777,1.67002222680436,1.95255808021317,1.4248623587986,139,211,750,0.957434475976903,202.018674431127,147.981325568873,57.7196212660361
"Enfield","50",1.67002222680436,1.4248623587986,1.95255808021317,1.61924051632817,1.95749819592313,1.3241014268041,178,603,1475,1,603,178,77.2087067861716
"Epping Forest","47",1.10371278574059,0.926511721460091,1.28055369476936,1.42469468294058,1.63606411307482,1.23201747739357,53,22,250,0.885238322403929,19.4752430928864,55.5247569071136,25.9669907905153
"Epping Forest","48",1.42469468294058,1.23201747739357,1.63606411307482,1.79726753262799,2.02972974175547,1.59497564548507,58,34,211,0.94022679975462,31.9677111916571,60.0322888083429,34.7475121648447
"Epping Forest","49",1.79726753262799,1.59497564548507,2.02972974175547,1.96473353939124,2.2706242458241,1.69117794547515,61,85,303,0.973373894684973,82.7367810482227,63.2632189517773,56.669028115221
"Epping Forest","50",1.96473353939124,1.69117794547515,2.2706242458241,1.92114469723738,2.26326585922422,1.61961327993525,91,325,686,1,325,91,78.125
"Epsom and Ewell","47",1.09925162653635,0.914217591627573,1.21864851597543,1.17481563956216,1.34592565969387,1.04023555989071,39,26,116,0.926295327533774,24.0836785158781,40.9163214841219,37.051813101351
"Epsom and Ewell","48",1.17481563956216,1.04023555989071,1.34592565969387,1.26298802292023,1.53898765871998,1.10554640487987,33,27,67,0.962445757149034,25.9860354430239,34.0139645569761,43.3100590717065
"Epsom and Ewell","49",1.26298802292023,1.10554640487987,1.53898765871998,1.29630402700636,1.70002758926247,1.09782161253142,41,46,97,0.983487768099526,45.2404373325782,41.7595626674218,52.0005026811244
"Epsom and Ewell","50",1.29630402700636,1.09782161253142,1.70002758926247,1.28523155975575,1.74288379793169,1.08510706913699,29,115,188,1,115,29,79.8611111111111
"Erewash","50",0.868328055676428,0.722581918991881,1.07274697050378,0.866162609360355,1.09635483084718,0.708030449350313,63,12,117,1,12,63,16
"Fareham","48",1.00980558935202,0.842195987615998,1.17916704059678,1.16489954045348,1.4284356046744,0.967084050257333,29,10,88,0.922451116946151,9.22451116946151,29.7754888305385,23.652592742209
"Fareham","49",1.16489954045348,0.967084050257333,1.4284356046744,1.25434268982843,1.68668660322441,0.999418774259362,44,9,77,0.965089672539461,8.68580705285515,44.3141929471449,16.3883151940663
"Fareham","50",1.25434268982843,0.999418774259362,1.68668660322441,1.26850051604349,1.78180087050517,0.990265230853945,24,35,79,1,35,24,59.3220338983051
"Folkestone and Hythe","47",1.33902061323646,1.2015624189194,1.45147616438529,1.38760835140571,1.50373051916911,1.2609311210692,20,13,164,0.996050933547162,12.9486621361131,20.0513378638869,39.2383701094337
"Folkestone and Hythe","48",1.38760835140571,1.2609311210692,1.50373051916911,1.44371041348572,1.58915535920083,1.32039318800014,15,62,181,0.998059531744032,61.87969096813,15.12030903187,80.3632350235454
"Folkestone and Hythe","49",1.44371041348572,1.32039318800014,1.58915535920083,1.45392279243982,1.65395064436036,1.30073349443484,12,139,298,0.999164125653189,138.883813465793,12.1161865342067,91.9760354078101
"Folkestone and Hythe","50",1.45392279243982,1.30073349443484,1.65395064436036,1.41986622743331,1.6352912691617,1.2526402110484,38,261,445,1,261,38,87.2909698996656
"Forest of Dean","49",1.12003944130876,1.05071170323456,1.23403149103971,1.11613169388585,1.25350232267296,1.04165905121982,24,7,48,0.659120946832838,4.61384662782987,26.3861533721701,14.883376218806
"Forest of Dean","50",1.11613169388585,1.04165905121982,1.25350232267296,1.11156389134722,1.25612290137802,1.03501725683794,77,7,144,1,7,77,8.33333333333333
"Gedling","48",1.01841659707153,0.870876748102369,1.20851366503146,1.18465954904397,1.42507667326902,1.00740394415269,140,10,140,0.434156615168604,4.34156615168604,145.658433848314,2.89437743445736
"Gedling","50",1.26006600221838,0.998494545269636,1.5892805552695,1.2666744484263,1.64775772519703,0.959099977195394,157,25,204,1,25,157,13.7362637362637
"Gloucester","49",1.06959430281156,1.00123243291875,1.13633491207839,1.0645477963279,1.1420132387546,0.985227883146742,124,7,182,0.612105396711398,4.28473777697979,126.71526222302,3.27079219616778
"Gloucester","50",1.0645477963279,0.985227883146742,1.1420132387546,1.05944021620404,1.14057682251481,0.972336373527016,134,18,221,1,18,134,11.8421052631579
"Gosport","46",1.02972807510331,0.889724962813615,1.1609869138706,0.97843533494155,1.11086733940977,0.835285666994319,64,14,171,0.448967464077175,6.28554449708045,71.7144555029195,8.05839038087237
"Gosport","47",0.97843533494155,0.835285666994319,1.11086733940977,0.977559903867232,1.10935839292727,0.842738247893968,63,7,111,0.626728396735106,4.38709877714574,65.6129012228543,6.26728396735106
"Gosport","48",0.977559903867232,0.842738247893968,1.10935839292727,0.997012784448393,1.15255945924675,0.847177047171455,36,7,120,0.773953555696567,5.41767488987597,37.582325110124,12.5992439299441
"Gosport","49",0.997012784448393,0.847177047171455,1.15255945924675,1.00326576979107,1.22583688281321,0.8192980936213,27,8,64,0.888358626130637,7.1068690090451,27.8931309909549,20.3053400258431
"Gosport","50",1.00326576979107,0.8192980936213,1.22583688281321,0.998923998006124,1.2563481576847,0.802247774114928,19,24,85,1,24,19,55.8139534883721
"Gravesham","45",1.26769847099762,1.22138400011165,1.34347326248719,1.25049644952294,1.30579953347981,1.19922588093716,37,12,197,0.958820663718768,11.5058479646252,37.4941520353748,23.4813223767861
"Gravesham","47",1.23130574086531,1.17142400281579,1.28283219003972,1.21700813211762,1.27070762205709,1.15701645356486,37,44,380,0.992068618367843,43.6510192081851,37.3489807918149,53.8901471705989
"Gravesham","48",1.21700813211762,1.15701645356486,1.27070762205709,1.20549049627404,1.26834506485905,1.14895059240524,26,69,350,0.996094784519363,68.730540131836,26.269459868164,72.34793698088
"Gravesham","49",1.20549049627404,1.14895059240524,1.26834506485905,1.18890319172799,1.26999464164882,1.12889324190211,26,102,400,0.9983159057424,101.828222385725,26.1717776142752,79.5532987388475
"Gravesham","50",1.18890319172799,1.12889324190211,1.26999464164882,1.16677111508041,1.25692350934165,1.10447095242681,20,209,492,1,209,20,91.2663755458515
"Greenwich","45",1.15257101328268,1.03374003372616,1.30173120354269,1.07754690832235,1.20741456386019,0.940749108269307,97,18,293,0.531977696744906,9.57559854140831,105.424401458592,8.32660742731157
"Greenwich","46",1.07754690832235,0.940749108269307,1.20741456386019,1.0885881215548,1.21119637116062,0.940596631639906,48,8,479,0.747671666510817,5.98137333208654,50.0186266679135,10.6810238072974
"Greenwich","47",1.0885881215548,0.940596631639906,1.21119637116062,1.26082902374521,1.39287124341904,1.12780320385601,71,50,448,0.859275216725,42.96376083625,78.03623916375,35.5072403605372
"Greenwich","48",1.26082902374521,1.12780320385601,1.39287124341904,1.48583698734745,1.6501658599673,1.34584298751617,65,61,372,0.925659295880897,56.4652170487347,69.5347829512653,44.8136643243926
"Greenwich","49",1.48583698734745,1.34584298751617,1.6501658599673,1.61118901901329,1.86891654373667,1.41351798345343,82,167,527,0.966597777553256,161.421828851394,87.5781711486062,64.8280437154192
"Greenwich","50",1.61118901901329,1.41351798345343,1.86891654373667,1.61822102574584,1.92449531946678,1.39332004860751,106,294,815,1,294,106,73.5
"Guildford","47",1.01057926581521,0.863138243445331,1.14610424949427,1.14185868433426,1.30384612162568,1.00175512506702,62,40,164,0.775441808478166,31.0176723391266,70.9823276608734,30.4094826854183
"Guildford","48",1.14185868433426,1.00175512506702,1.30384612162568,1.30517916030164,1.52651030440466,1.1255805323745,38,62,147,0.875649585622992,54.2902743086255,45.7097256913745,54.2902743086255
"Guildford","49",1.30517916030164,1.1255805323745,1.52651030440466,1.39212526196924,1.74156223704295,1.14204686557057,36,75,140,0.942414527968163,70.6810895976122,40.3189104023878,63.6766572951461
"Guildford","50",1.39212526196924,1.14204686557057,1.74156223704295,1.39674617938099,1.81581033671535,1.12170396056771,33,162,233,1,162,33,83.0769230769231
"Halton","50",1.05396896788459,0.831482016429731,1.35237266667375,1.06476211635842,1.41155766075158,0.806812703840956,99,15,135,1,15,99,13.1578947368421
"Hammersmith and Fulham","47",0.844660212558542,0.673334732256459,1.01857697146756,1.17168819519134,1.39027516711866,0.972255807059601,103,8,258,0.718407880301218,5.74726304240974,105.25273695759,5.17771445262139
"Hammersmith and Fulham","48",1.17168819519134,0.972255807059601,1.39027516711866,1.63669547784574,1.91150781576532,1.40679568230229,68,28,160,0.838775092662774,23.4857025945577,72.5142974054423,24.4642735359976
"Hammersmith and Fulham","49",1.63669547784574,1.40679568230229,1.91150781576532,1.9195822285178,2.3221791798441,1.56260719266969,73,44,165,0.923611170487177,40.6388915014358,76.3611084985642,34.7340953003725
"Hammersmith and Fulham","50",1.9195822285178,1.56260719266969,2.3221791798441,1.96579483006014,2.43254485575701,1.53000025507904,129,126,321,1,126,129,49.4117647058824
"Harborough","50",0.949343113459401,0.808494065553314,1.14355571506731,0.949254544625584,1.16960250539076,0.7946888674764,26,6,107,1,6,26,18.75
"Haringey","47",1.14021106575311,0.989626577896625,1.2920455827571,1.34855446828808,1.51521690124694,1.19624483437312,79,17,327,0.855434412947213,14.5423850201026,81.4576149798974,15.1483177292736
"Haringey","48",1.34855446828808,1.19624483437312,1.51521690124694,1.58612759470084,1.77161168955827,1.42052435205833,104,68,319,0.923468944556995,62.7958882298757,109.204111770124,36.509237342951
"Haringey","49",1.58612759470084,1.42052435205833,1.77161168955827,1.74379451852564,2.03249677081166,1.50225210545354,137,102,518,0.965568758576882,98.488013374842,140.511986625158,41.208373797005
"Haringey","50",1.74379451852564,1.50225210545354,2.03249677081166,1.7597735460771,2.11206059248742,1.47798672124918,123,325,767,1,325,123,72.5446428571429
"Harlow","45",1.20489447323998,1.0508252599803,1.40376420516551,1.21514955412164,1.3867692047607,1.05146073667462,18,6,77,0.520743221272132,3.12445932763279,20.8755406723672,13.0185805318033
"Harlow","47",1.22282483970799,1.04299976978062,1.37190178949155,1.29853968136992,1.4544471716775,1.12280421052884,44,18,128,0.853737160008281,15.3672688801491,46.6327311198509,24.7859175486275
"Harlow","48",1.29853968136992,1.12280421052884,1.4544471716775,1.46159500291075,1.68141913407674,1.27668514753466,50,32,150,0.922498075562498,29.5199384179999,52.4800615820001,35.9999248999999
"Harlow","49",1.46159500291075,1.27668514753466,1.68141913407674,1.57210767645314,1.941063164659,1.32888651746235,55,39,166,0.965111788500637,37.6393597515248,56.3606402484752,40.0418720760903
"Harlow","50",1.57210767645314,1.32888651746235,1.941063164659,1.56993728770382,2.00118754256315,1.30065936298252,79,77,247,1,77,79,49.3589743589744
"Harrogate","49",0.828741779133245,0.716303219793569,0.966666925049754,0.838683074097161,1.02599843822648,0.697840024629293,23,8,142,0.665299967541087,5.3223997403287,25.6776002596713,17.1690314204151
"Harrow","45",1.05886986123372,0.930947800638553,1.20460492366596,1.00297551652305,1.13889642557646,0.861271343207821,110,6,356,0.277954448539647,1.66772669123788,114.332273308762,1.43769542348093
"Harrow","47",1.08329856744626,0.939915447980228,1.21895916442775,1.28883099006866,1.44154900171571,1.1480654258559,151,15,402,0.674051379622651,10.1107706943398,155.88922930566,6.09082571948179
"Harrow","48",1.28883099006866,1.1480654258559,1.44154900171571,1.48439479222308,1.6649208919749,1.32687539231783,165,62,311,0.80832004640214,50.1158428769327,176.884157123067,22.0774638224373
"Harrow","49",1.48439479222308,1.32687539231783,1.6649208919749,1.58747391026268,1.84578378820857,1.35841469760394,216,130,494,0.907412535911416,117.963629668484,228.036370331516,34.0935345862671
"Harrow","50",1.58747391026268,1.35841469760394,1.84578378820857,1.59238456351144,1.8922751483496,1.32357605085531,277,295,759,1,295,277,51.5734265734266
"Hart","49",1.301644880816,1.0950574378567,1.58601065560473,1.35644785852551,1.75440427663057,1.08852169647024,22,29,60,0.948110291340743,27.4951984488815,23.5048015511185,53.9121538213364
"Hart","50",1.35644785852551,1.08852169647024,1.75440427663057,1.35473655252991,1.80298915791584,1.07145112531885,26,43,117,1,43,26,62.3188405797101
